golden_label,lcsNorm,minimumED,containment_1,containment_3,sentence1_len,sentence2_len,sentence_len_diff,euclid_dist,cos_sim,word_common,word_total,word_share,sentence1_words,sentence2_words
0,1.0,0.6334519572953736,1.0,1.0,178,384,206,5.5677643628300215,0.7689724255905352,26.0,79.0,0.3291139240506329,29,62
0,1.0,0.6472019464720195,1.0,1.0,133,278,145,4.898979485566356,0.7551038459588313,18.0,58.0,0.3103448275862069,20,46
0,0.06666666666666667,0.5445026178010471,0.07142857142857142,0.0,76,115,39,6.48074069840786,0.04879500364742666,2.0,32.0,0.0625,18,21
0,1.0,0.7138263665594855,1.0,1.0,111,200,89,3.7416573867739413,0.775566734329481,17.0,48.0,0.3541666666666667,18,33
0,0.17647058823529413,0.59375,1.0,0.0,96,96,0,0.0,0.9999999999999998,16.0,32.0,0.5,17,17
1,0.7,0.7721518987341772,0.7368421052631579,0.5882352941176471,97,61,36,2.23606797749979,0.9,14.0,33.0,0.42424242424242425,22,15
0,0.0,0.5970695970695971,0.0,0.0,139,134,5,7.0,0.0,1.0,43.0,0.023255813953488372,26,23
1,0.5769230769230769,0.7215686274509804,0.6,0.13043478260869565,150,105,45,4.242640687119285,0.719870728700614,15.0,41.0,0.36585365853658536,30,24
1,0.5555555555555556,0.7864583333333334,0.5333333333333333,0.3076923076923077,109,83,26,3.1622776601683795,0.6445033866354896,11.0,31.0,0.3548387096774194,21,16
0,1.0,0.7403598971722365,1.0,1.0,144,245,101,4.0,0.8417381403631982,22.0,58.0,0.3793103448275862,25,45
0,0.36363636363636365,0.6615384615384615,0.3333333333333333,0.0,58,72,14,3.7416573867739413,0.30151134457776363,4.0,24.0,0.16666666666666666,11,16
0,1.0,0.8218390804597702,1.0,1.0,143,205,62,3.3166247903554,0.8382736442849098,24.0,59.0,0.4067796610169492,26,43
0,0.08695652173913043,0.5492957746478874,0.18181818181818182,0.0,163,121,42,5.5677643628300215,0.20683507599800763,4.0,41.0,0.0975609756097561,27,17
0,0.8095238095238095,0.8427672955974843,0.8095238095238095,0.631578947368421,150,168,18,4.123105625617661,0.6772962119561563,17.0,46.0,0.3695652173913043,21,27
0,0.07142857142857142,0.5590062111801242,0.15384615384615385,0.0,68,93,25,5.0,0.1386750490563073,2.0,31.0,0.06451612903225806,15,16
0,0.05263157894736842,0.6052631578947368,0.05555555555555555,0.0,96,94,2,5.656854249492381,0.05976143046671968,1.0,32.0,0.03125,19,14
0,1.0,0.5588235294117647,1.0,1.0,57,147,90,3.872983346207417,0.669438681395203,10.0,35.0,0.2857142857142857,10,26
0,0.125,0.6047430830039525,0.16666666666666666,0.0,148,105,43,6.324555320336759,0.4031128874149275,3.0,38.0,0.07894736842105263,27,21
0,0.20833333333333334,0.6190476190476191,1.0,0.045454545454545456,126,126,0,0.0,0.9999999999999998,22.0,44.0,0.5,27,27
1,0.5333333333333333,0.7661691542288557,0.5333333333333333,0.3076923076923077,96,105,9,3.872983346207417,0.5163977794943221,8.0,32.0,0.25,15,17
0,0.13636363636363635,0.5973154362416108,1.0,0.0,149,149,0,0.0,0.9999999999999997,20.0,40.0,0.5,26,26
0,0.13636363636363635,0.6139705882352942,1.0,0.0,136,136,0,0.0,0.9999999999999998,20.0,40.0,0.5,23,23
0,0.05,0.6162790697674418,1.0,0.0,129,129,0,0.0,0.9999999999999997,20.0,40.0,0.5,25,25
0,0.5,0.6728395061728395,0.5357142857142857,0.2692307692307692,154,170,16,5.0990195135927845,0.5809475019311124,14.0,54.0,0.25925925925925924,28,30
0,1.0,0.5982142857142857,1.0,1.0,134,314,180,5.385164807134504,0.6735635245560363,23.0,72.0,0.3194444444444444,24,55
1,0.52,0.7034700315457413,0.5,0.22727272727272727,158,159,1,4.58257569495584,0.6091095901015049,12.0,45.0,0.26666666666666666,25,24
1,0.75,0.7012195121951219,0.8333333333333334,0.4,68,96,28,3.3166247903554,0.7940666671767443,9.0,25.0,0.36,12,17
1,0.7083333333333334,0.832089552238806,0.7727272727272727,0.35,134,134,0,3.1622776601683795,0.7833494518006402,18.0,45.0,0.4,24,24
0,1.0,0.6068965517241379,1.0,1.0,132,303,171,6.0,0.7176371380087271,21.0,67.0,0.31343283582089554,22,53
0,0.06666666666666667,0.5773809523809523,1.0,0.0,84,84,0,0.0,0.9999999999999998,16.0,32.0,0.5,17,17
0,1.0,0.7136150234741784,1.0,1.0,76,137,61,3.1622776601683795,0.8081220356417685,12.0,34.0,0.35294117647058826,13,25
0,1.0,0.6112759643916914,1.0,1.0,103,234,131,5.656854249492381,0.8215838362577493,15.0,50.0,0.3,19,46
0,1.0,0.7888631090487239,1.0,1.0,170,261,91,4.0,0.8210528092652569,24.0,64.0,0.375,27,47
1,0.375,0.7458563535911602,0.4375,0.14285714285714285,91,90,1,4.123105625617661,0.45184805705753184,8.0,33.0,0.24242424242424243,19,19
1,0.4444444444444444,0.6,0.5,0.0,49,61,12,3.1622776601683795,0.4472135954999579,5.0,20.0,0.25,9,11
1,0.6923076923076923,0.8632478632478633,0.68,0.391304347826087,193,158,35,3.605551275463989,0.7385489458759963,18.0,49.0,0.3673469387755102,27,23
0,0.06666666666666667,0.6710526315789473,1.0,0.0,76,76,0,0.0,1.0,14.0,28.0,0.5,15,15
1,0.6875,0.7413793103448276,0.7333333333333333,0.46153846153846156,99,133,34,4.0,0.6305926250944659,11.0,39.0,0.28205128205128205,19,24
0,0.0,0.41708542713567837,0.0,0.0,53,146,93,6.082762530298219,0.0,1.0,33.0,0.030303030303030304,11,28
1,0.6842105263157895,0.7625570776255708,0.6470588235294118,0.06666666666666667,98,121,23,4.0,0.5821817364274594,13.0,42.0,0.30952380952380953,20,24
0,1.0,0.7706855791962175,1.0,1.0,163,260,97,4.242640687119285,0.7905694150420947,21.0,57.0,0.3684210526315789,27,44
1,0.5454545454545454,0.6083333333333333,0.8181818181818182,0.5555555555555556,57,63,6,2.8284271247461903,0.7006490497453707,10.0,25.0,0.4,13,17
0,0.07692307692307693,0.4576923076923077,0.08333333333333333,0.0,76,184,108,6.244997998398398,0.09925833339709303,2.0,37.0,0.05405405405405406,13,27
1,0.5,0.7142857142857143,0.5,0.21428571428571427,120,104,16,3.7416573867739413,0.566946709513841,9.0,32.0,0.28125,18,16
0,1.0,0.5390070921985816,1.0,1.0,76,206,130,4.898979485566356,0.7650368522374497,11.0,41.0,0.2682926829268293,15,39
1,0.6785714285714286,0.826530612244898,0.7391304347826086,0.3333333333333333,146,148,2,3.872983346207417,0.7484551991837486,19.0,48.0,0.3958333333333333,30,30
0,1.0,0.6934984520123839,1.0,1.0,112,211,99,4.69041575982343,0.7359800721939876,22.0,62.0,0.3548387096774194,24,44
0,1.0,0.6642599277978339,1.0,1.0,92,185,93,5.5677643628300215,0.6475239082381764,18.0,49.0,0.3673469387755102,18,37
0,1.0,0.7566371681415929,1.0,1.0,171,281,110,4.242640687119285,0.8043152845265821,24.0,62.0,0.3870967741935484,25,42
1,0.8125,0.8577405857740585,0.8666666666666667,0.6923076923076923,110,129,19,2.449489742783178,0.814091578410694,14.0,36.0,0.3888888888888889,19,23
1,0.75,0.7682119205298014,0.9166666666666666,0.8181818181818182,156,146,10,1.4142135623730951,0.9643959372630742,22.0,45.0,0.4888888888888889,25,25
0,0.12,0.625,1.0,0.0,148,148,0,0.0,1.0000000000000004,25.0,50.0,0.5,29,29
0,1.0,0.5597269624573379,1.0,1.0,82,211,129,4.242640687119285,0.6982972487551753,16.0,50.0,0.32,17,40
0,0.07692307692307693,0.6111111111111112,1.0,0.0,81,81,0,0.0,1.0000000000000004,13.0,26.0,0.5,13,13
0,1.0,0.6109324758842444,1.0,1.0,95,216,121,5.0990195135927845,0.8240554958966418,18.0,53.0,0.33962264150943394,21,47
0,1.0,0.7492260061919505,1.0,1.0,121,202,81,3.872983346207417,0.8128201109529439,21.0,55.0,0.38181818181818183,23,43
1,0.6428571428571429,0.7385321100917431,0.6666666666666666,0.3,100,118,18,3.7416573867739413,0.5809475019311127,10.0,34.0,0.29411764705882354,15,20
0,0.045454545454545456,0.6297709923664122,1.0,0.0,131,131,0,0.0,0.9999999999999996,23.0,46.0,0.5,24,24
1,0.8421052631578947,0.7578947368421053,0.8947368421052632,0.4117647058823529,113,172,59,3.3166247903554,0.7958224257542212,17.0,43.0,0.3953488372093023,19,26
1,0.38095238095238093,0.6456692913385826,0.5263157894736842,0.17647058823529413,133,121,12,4.242640687119285,0.5820855000871992,11.0,38.0,0.2894736842105263,22,19
0,1.0,0.7370689655172413,1.0,1.0,171,293,122,5.291502622129181,0.7713340736779848,24.0,64.0,0.375,29,51
0,0.1,0.6176470588235294,1.0,0.0,51,51,0,0.0,0.9999999999999999,10.0,20.0,0.5,10,10
1,0.875,0.8066298342541437,0.9166666666666666,0.5,78,103,25,3.0,0.8017837257372731,14.0,36.0,0.3888888888888889,18,25
0,0.06666666666666667,0.5284552845528455,0.06666666666666667,0.0,86,160,74,6.0,0.10114434748483472,2.0,37.0,0.05405405405405406,18,28
0,0.0,0.542713567839196,0.14285714285714285,0.0,76,123,47,5.916079783099616,0.10690449676496977,3.0,35.0,0.08571428571428572,16,22
0,1.0,0.7414187643020596,1.0,1.0,162,275,113,4.47213595499958,0.7972339748041417,24.0,63.0,0.38095238095238093,27,48
0,1.0,0.6005089058524173,1.0,1.0,118,275,157,5.744562646538029,0.7126966450997982,20.0,60.0,0.3333333333333333,21,50
0,0.1,0.6428571428571429,1.0,0.0,63,63,0,0.0,0.9999999999999999,10.0,20.0,0.5,10,10
0,1.0,0.6765432098765433,1.0,1.0,137,268,131,4.58257569495584,0.7972339748041417,22.0,62.0,0.3548387096774194,25,47
0,0.07692307692307693,0.4495798319327731,0.15384615384615385,0.0,69,169,100,6.0,0.10675210253672476,2.0,40.0,0.05,13,29
0,0.13043478260869565,0.6096774193548387,1.0,0.0,155,155,0,0.0,0.9999999999999999,23.0,46.0,0.5,28,28
0,1.0,0.6823529411764706,1.0,1.0,87,168,81,3.4641016151377544,0.8114822249196492,16.0,43.0,0.37209302325581395,18,31
0,1.0,0.6607142857142857,1.0,1.0,148,300,152,6.48074069840786,0.679883418125095,26.0,74.0,0.35135135135135137,28,58
0,0.13636363636363635,0.6162790697674418,1.0,0.05263157894736842,129,129,0,0.0,1.0,22.0,44.0,0.5,26,26
0,0.05263157894736842,0.5924170616113744,0.05555555555555555,0.0,109,102,7,5.916079783099616,0.05407380704358751,1.0,36.0,0.027777777777777776,30,17
0,0.0,0.30660377358490565,0.0,0.0,41,171,130,5.744562646538029,0.0,0.0,31.0,0.0,7,25
0,1.0,0.631578947368421,1.0,1.0,126,273,147,4.898979485566356,0.6546536707079772,20.0,61.0,0.32786885245901637,22,49
0,0.12,0.6386554621848739,1.0,0.0,119,119,0,0.0,0.9999999999999999,24.0,48.0,0.5,29,29
0,1.0,0.7272727272727273,1.0,1.0,88,154,66,3.0,0.780189497605494,12.0,34.0,0.35294117647058826,13,25
1,0.5882352941176471,0.7032967032967034,0.9375,0.5714285714285714,92,90,2,1.4142135623730951,0.9428090415820632,17.0,35.0,0.4857142857142857,20,19
1,0.5,0.7419354838709677,0.5833333333333334,0.2,72,83,11,3.4641016151377544,0.5400617248673217,7.0,27.0,0.25925925925925924,12,15
0,1.0,0.7058823529411765,1.0,1.0,138,253,115,4.898979485566356,0.7071067811865478,23.0,61.0,0.3770491803278688,24,43
0,0.1875,0.5852272727272727,1.0,0.0,88,88,0,0.0,1.0,15.0,30.0,0.5,16,16
0,1.0,0.5721040189125296,1.0,1.0,121,302,181,5.385164807134504,0.7013578501792771,21.0,65.0,0.3230769230769231,26,55
0,0.06666666666666667,0.625,1.0,0.0,92,92,0,0.0,0.9999999999999998,14.0,28.0,0.5,17,17
0,0.07142857142857142,0.5909090909090909,1.0,0.0,88,88,0,0.0,0.9999999999999999,15.0,30.0,0.5,16,16
0,1.0,0.802547770700637,1.0,1.0,126,188,62,3.4641016151377544,0.8574029741841701,22.0,54.0,0.4074074074074074,25,41
0,0.9,0.810077519379845,0.8947368421052632,0.7058823529411765,109,149,40,3.3166247903554,0.8233293074216317,18.0,45.0,0.4,21,28
0,1.0,0.6446700507614214,1.0,1.0,127,267,140,5.0,0.7840625602339752,20.0,58.0,0.3448275862068966,22,48
1,0.5185185185185185,0.7598684210526315,0.52,0.13043478260869565,172,132,40,4.123105625617661,0.6128258770283413,15.0,47.0,0.3191489361702128,30,23
0,1.0,0.5792349726775956,1.0,1.0,106,260,154,5.744562646538029,0.7139306476801299,18.0,52.0,0.34615384615384615,20,50
0,0.09090909090909091,0.48847926267281105,0.18181818181818182,0.0,72,145,73,6.0,0.1624591083221647,2.0,32.0,0.0625,11,24
0,0.07142857142857142,0.5806451612903226,0.07692307692307693,0.0,84,102,18,5.291502622129181,0.06726727939963124,1.0,32.0,0.03125,15,17
0,1.0,0.690176322418136,1.0,1.0,137,260,123,5.196152422706632,0.7392406655610811,21.0,58.0,0.3620689655172414,22,44
1,0.25,0.5894039735099338,0.4,0.0,96,55,41,3.4641016151377544,0.5163977794943222,7.0,28.0,0.25,17,11
0,0.09090909090909091,0.5950920245398773,0.09090909090909091,0.0,81,82,1,5.0,0.07537783614444091,2.0,26.0,0.07692307692307693,14,15
0,1.0,0.7023411371237458,1.0,1.0,105,194,89,3.7416573867739413,0.7680294792817209,19.0,52.0,0.36538461538461536,19,34
0,0.16666666666666666,0.6458333333333334,1.0,0.0,120,120,0,0.0,1.0,15.0,30.0,0.5,18,18
1,0.5,0.5988023952095808,0.7857142857142857,0.5,80,87,7,2.8284271247461903,0.7349684152591669,12.0,32.0,0.375,16,18
0,0.1,0.6020408163265306,1.0,0.0,49,49,0,0.0,0.9999999999999997,10.0,20.0,0.5,10,10
0,0.07692307692307693,0.4801980198019802,0.125,0.0,137,65,72,5.744562646538029,0.43852900965351466,2.0,31.0,0.06451612903225806,26,11
1,0.3333333333333333,0.6319018404907976,0.36363636363636365,0.0,78,85,7,3.7416573867739413,0.3636363636363637,5.0,25.0,0.2,12,13
0,1.0,0.7528089887640449,1.0,1.0,134,222,88,3.7416573867739413,0.835917318863029,20.0,52.0,0.38461538461538464,23,38
0,1.0,0.6996904024767802,1.0,1.0,113,210,97,3.872983346207417,0.8404977220207888,19.0,51.0,0.37254901960784315,21,40
0,0.3888888888888889,0.5906976744186047,0.3888888888888889,0.3125,114,101,13,4.47213595499958,0.4183300132670378,7.0,32.0,0.21875,18,16
1,0.5625,0.7433155080213903,0.5714285714285714,0.16666666666666666,94,93,1,3.4641016151377544,0.625,10.0,32.0,0.3125,18,20
0,0.4,0.6756756756756757,0.4,0.0,92,93,1,4.69041575982343,0.38949041885225993,7.0,32.0,0.21875,19,18
0,0.17857142857142858,0.6205673758865248,1.0,0.04,141,141,0,0.0,1.0000000000000002,26.0,52.0,0.5,30,30
0,0.07692307692307693,0.5974842767295597,0.16666666666666666,0.0,77,82,5,4.69041575982343,0.15430334996209194,2.0,29.0,0.06896551724137931,13,18
0,0.0625,0.5755102040816327,0.0625,0.0,107,138,31,6.164414002968976,0.051031036307982884,1.0,39.0,0.02564102564102564,16,24
0,0.4375,0.7098765432098766,0.4375,0.14285714285714285,85,77,8,3.872983346207417,0.4853626716970756,8.0,32.0,0.25,18,16
0,1.0,0.6127659574468085,1.0,1.0,72,163,91,3.872983346207417,0.7302967433402212,13.0,41.0,0.3170731707317073,14,31
0,1.0,0.5906432748538012,1.0,1.0,101,241,140,5.196152422706632,0.7730077513237218,17.0,53.0,0.32075471698113206,18,43
0,1.0,0.4942084942084942,1.0,1.0,64,195,131,4.242640687119285,0.7135060680126757,15.0,45.0,0.3333333333333333,16,40
1,0.75,0.8327526132404182,0.8518518518518519,0.6,156,131,25,2.0,0.9284766908852595,23.0,51.0,0.45098039215686275,30,24
1,0.25,0.624,0.5625,0.14285714285714285,112,138,26,4.795831523312719,0.44999999999999996,9.0,36.0,0.25,16,22
1,0.46153846153846156,0.6993865030674846,0.4166666666666667,0.2,86,77,9,3.872983346207417,0.4003203845127179,6.0,27.0,0.2222222222222222,13,15
1,0.4166666666666667,0.6423841059602649,0.5833333333333334,0.1,79,72,7,3.3166247903554,0.592999453328881,7.0,25.0,0.28,13,13
0,0.07692307692307693,0.636986301369863,1.0,0.0,73,73,0,0.0,1.0000000000000002,13.0,26.0,0.5,13,13
0,0.3333333333333333,0.7213114754098361,0.6,0.5384615384615384,88,95,7,4.242640687119285,0.5506887917539347,9.0,33.0,0.2727272727272727,17,20
0,1.0,0.6431924882629108,1.0,1.0,137,289,152,5.196152422706632,0.6999132392733555,22.0,65.0,0.3384615384615385,22,51
0,1.0,0.8421052631578947,1.0,1.0,136,187,51,2.8284271247461903,0.8971499589146109,23.0,54.0,0.42592592592592593,27,36
1,0.6666666666666666,0.7689075630252101,0.7619047619047619,0.2631578947368421,123,115,8,3.3166247903554,0.7443873683187765,17.0,42.0,0.40476190476190477,25,23
0,0.17647058823529413,0.625,1.0,0.0,108,108,0,0.0,0.9999999999999994,17.0,34.0,0.5,18,18
1,0.55,0.8111587982832618,0.55,0.3333333333333333,124,109,15,4.123105625617661,0.5642880936468346,12.0,38.0,0.3157894736842105,22,18
0,0.4,0.7804878048780488,0.4,0.125,59,64,5,3.4641016151377544,0.4564354645876385,5.0,21.0,0.23809523809523808,12,12
1,0.7777777777777778,0.8985915492957747,0.8518518518518519,0.64,170,185,15,3.1622776601683795,0.8562809632683643,22.0,52.0,0.4230769230769231,30,31
0,0.0,0.5373134328358209,0.0,0.0,53,81,28,4.58257569495584,0.0,0.0,23.0,0.0,11,12
0,1.0,0.6901669758812616,1.0,1.0,186,353,167,5.5677643628300215,0.7405316311773544,25.0,76.0,0.32894736842105265,28,60
0,1.0,0.6776470588235294,1.0,1.0,144,281,137,5.385164807134504,0.7667007762924167,28.0,71.0,0.39436619718309857,29,52
0,0.10714285714285714,0.6151315789473685,1.0,0.0,152,152,0,0.0,0.9999999999999994,25.0,50.0,0.5,30,30
0,1.0,0.7,1.0,1.0,112,208,96,4.58257569495584,0.6902684899626333,18.0,54.0,0.3333333333333333,18,44
0,0.041666666666666664,0.6137931034482759,1.0,0.0,145,145,0,0.0,0.9999999999999999,25.0,50.0,0.5,28,28
0,1.0,0.7626666666666667,1.0,1.0,143,232,89,4.0,0.8539125638299666,23.0,57.0,0.40350877192982454,28,45
1,0.8181818181818182,0.8321678321678322,0.7894736842105263,0.35294117647058826,147,139,8,2.6457513110645907,0.8111071056538128,18.0,43.0,0.4186046511627907,23,22
1,0.6666666666666666,0.78,0.72,0.6956521739130435,152,98,54,2.6457513110645907,0.8618575020903776,20.0,47.0,0.425531914893617,33,21
0,0.20833333333333334,0.5945945945945946,1.0,0.0,148,148,0,0.0,1.0,20.0,40.0,0.5,27,27
0,0.125,0.6118881118881119,1.0,0.0,143,143,0,0.0,0.9999999999999996,23.0,46.0,0.5,24,24
0,1.0,0.7121212121212122,1.0,1.0,94,170,76,4.47213595499958,0.8347300123683029,14.0,39.0,0.358974358974359,18,33
1,0.8181818181818182,0.7933579335793358,0.8181818181818182,0.5,143,128,15,3.3166247903554,0.8065591326174435,18.0,45.0,0.4,24,27
0,1.0,0.7347931873479319,1.0,1.0,151,260,109,4.0,0.8630339426736913,24.0,61.0,0.39344262295081966,29,46
0,1.0,0.6932084309133489,1.0,1.0,148,279,131,5.5677643628300215,0.6533052580081483,23.0,64.0,0.359375,26,54
0,1.0,0.5347222222222222,1.0,1.0,77,211,134,5.291502622129181,0.5773502691896258,11.0,42.0,0.2619047619047619,12,40
0,0.06666666666666667,0.6024096385542169,1.0,0.0,83,83,0,0.0,0.9999999999999999,16.0,32.0,0.5,20,20
0,1.0,0.5552238805970149,1.0,1.0,93,242,149,5.196152422706632,0.6215815605080609,14.0,54.0,0.25925925925925924,15,46
1,0.6666666666666666,0.6790123456790124,0.8333333333333334,0.2,72,90,18,2.6457513110645907,0.7453559924999299,10.0,28.0,0.35714285714285715,12,16
0,1.0,0.8284518828451883,1.0,1.0,198,280,82,3.605551275463989,0.8852704127574262,21.0,55.0,0.38181818181818183,30,49
1,0.5833333333333334,0.5941176470588235,0.6363636363636364,0.0,61,109,48,3.605551275463989,0.5276448530110864,9.0,31.0,0.2903225806451613,14,19
0,0.12,0.6176470588235294,1.0,0.0,153,153,0,0.0,1.0000000000000004,24.0,48.0,0.5,25,25
0,1.0,0.5767790262172284,1.0,1.0,77,190,113,4.0,0.6382847385042253,12.0,41.0,0.2926829268292683,12,33
0,1.0,0.6855123674911661,1.0,1.0,97,186,89,4.58257569495584,0.7110571291368638,18.0,50.0,0.36,22,41
0,0.07142857142857142,0.6111111111111112,1.0,0.0,90,90,0,0.0,0.9999999999999999,15.0,30.0,0.5,16,16
0,0.10714285714285714,0.6137566137566137,1.0,0.0,189,189,0,0.0,0.9999999999999998,28.0,56.0,0.5,29,29
1,0.7692307692307693,0.8987730061349694,0.76,0.5652173913043478,177,149,28,3.0,0.8422348876123156,19.0,46.0,0.41304347826086957,27,24
0,0.36363636363636365,0.6923076923076923,0.4,0.125,60,70,10,3.605551275463989,0.43852900965351466,5.0,23.0,0.21739130434782608,11,13
0,1.0,0.6772277227722773,1.0,1.0,171,334,163,5.0,0.7483314773547881,27.0,74.0,0.36486486486486486,29,59
0,1.0,0.711864406779661,1.0,1.0,105,190,85,3.7416573867739413,0.8029550685469663,19.0,48.0,0.3958333333333333,19,33
0,1.0,0.6424581005586593,1.0,1.0,115,243,128,4.898979485566356,0.733358797622569,20.0,55.0,0.36363636363636365,22,42
1,0.7,0.8433179723502304,0.75,0.4444444444444444,100,117,17,3.605551275463989,0.746390491252467,14.0,41.0,0.34146341463414637,23,25
0,1.0,0.5352112676056338,1.0,1.0,95,260,165,5.830951894845301,0.6667692860264165,16.0,53.0,0.3018867924528302,16,46
0,1.0,0.6857142857142857,1.0,1.0,120,230,110,4.47213595499958,0.8504200642707612,17.0,49.0,0.3469387755102041,22,44
0,0.09090909090909091,0.6339285714285714,1.0,0.0,56,56,0,0.0,1.0000000000000002,10.0,20.0,0.5,11,11
1,0.7,0.7991266375545851,0.7,0.5555555555555556,121,108,13,3.4641016151377544,0.7150969419341943,14.0,40.0,0.35,21,20
1,0.8636363636363636,0.8774703557312253,0.8636363636363636,0.65,115,138,23,3.1622776601683795,0.8529411764705881,16.0,41.0,0.3902439024390244,23,28
0,1.0,0.5692883895131086,1.0,1.0,76,191,115,3.872983346207417,0.73543550676819,13.0,41.0,0.3170731707317073,13,31
1,0.625,0.6625514403292181,0.625,0.14285714285714285,99,144,45,4.242640687119285,0.5773502691896258,10.0,38.0,0.2631578947368421,17,23
0,1.0,0.5467625899280576,1.0,1.0,76,202,126,5.0,0.6521113167513779,15.0,47.0,0.3191489361702128,16,40
0,0.08,0.5627118644067797,0.125,0.0,171,124,47,6.557438524302,0.19034674690672024,5.0,44.0,0.11363636363636363,26,24
0,0.04,0.6014234875444839,0.043478260869565216,0.0,136,145,9,7.874007874011811,0.03138824102871722,1.0,44.0,0.022727272727272728,25,26
0,1.0,0.36981132075471695,1.0,1.0,49,216,167,5.0,0.5555555555555555,10.0,42.0,0.23809523809523808,11,40
1,0.4,0.6972972972972973,0.42857142857142855,0.25,89,96,7,4.123105625617661,0.4518480570575319,6.0,30.0,0.2,15,16
1,0.7333333333333333,0.7401960784313726,0.7142857142857143,0.25,89,115,26,3.872983346207417,0.5832118435198043,11.0,35.0,0.3142857142857143,15,21
1,0.76,0.801948051948052,0.7727272727272727,0.3,143,165,22,3.605551275463989,0.7348469228349535,18.0,49.0,0.3673469387755102,25,29
0,1.0,0.425531914893617,1.0,1.0,60,222,162,6.6332495807108,0.5879447357921311,10.0,42.0,0.23809523809523808,10,40
1,0.8181818181818182,0.8078175895765473,0.9047619047619048,0.47368421052631576,143,164,21,3.4641016151377544,0.80075721739621,19.0,47.0,0.40425531914893614,25,31
0,1.0,0.4,1.0,1.0,52,208,156,5.830951894845301,0.5813776741499453,12.0,46.0,0.2608695652173913,12,39
0,0.07142857142857142,0.5576923076923077,0.08333333333333333,0.0,78,78,0,5.0990195135927845,0.07216878364870323,2.0,29.0,0.06896551724137931,16,15
1,0.8636363636363636,0.9377289377289377,0.9047619047619048,0.7894736842105263,137,136,1,2.23606797749979,0.9021342216356466,18.0,42.0,0.42857142857142855,25,28
0,0.21739130434782608,0.6286549707602339,1.0,0.0,171,171,0,0.0,1.0000000000000004,21.0,42.0,0.5,23,23
0,1.0,0.4552238805970149,1.0,1.0,61,207,146,4.58257569495584,0.5715005715008572,9.0,38.0,0.23684210526315788,9,34
0,0.08333333333333333,0.5044642857142857,0.09090909090909091,0.0,84,140,56,6.0,0.05802588531856595,2.0,38.0,0.05263157894736842,13,29
1,0.3333333333333333,0.5878378378378378,0.5454545454545454,0.0,70,78,8,3.1622776601683795,0.5454545454545455,7.0,25.0,0.28,13,12
1,0.5263157894736842,0.7242798353909465,0.5263157894736842,0.29411764705882354,125,118,7,4.123105625617661,0.5657789498610039,11.0,40.0,0.275,22,22
0,0.4117647058823529,0.7451923076923077,0.4375,0.21428571428571427,103,105,2,4.0,0.5039526306789697,8.0,32.0,0.25,17,17
1,0.5555555555555556,0.777292576419214,0.5555555555555556,0.0625,111,118,7,4.242640687119285,0.5527707983925666,11.0,39.0,0.28205128205128205,19,21
0,1.0,0.5925925925925926,1.0,1.0,88,209,121,4.58257569495584,0.6847367880174606,17.0,50.0,0.34,21,43
1,0.7,0.8113879003558719,0.7368421052631579,0.47058823529411764,125,156,31,3.7416573867739413,0.7064172571013565,15.0,45.0,0.3333333333333333,21,27
0,1.0,0.536144578313253,1.0,1.0,89,243,154,5.830951894845301,0.6347454495420078,17.0,54.0,0.3148148148148148,17,48
0,0.1111111111111111,0.5457875457875457,0.1111111111111111,0.0,111,162,51,6.48074069840786,0.12677313820927746,3.0,42.0,0.07142857142857142,20,27
1,0.7619047619047619,0.8755364806866953,0.75,0.6666666666666666,111,122,11,3.4641016151377544,0.7655318158241111,15.0,41.0,0.36585365853658536,21,26
0,0.17647058823529413,0.589622641509434,1.0,0.0,106,106,0,0.0,1.0000000000000002,17.0,34.0,0.5,22,22
0,0.4666666666666667,0.6775956284153005,0.4666666666666667,0.07692307692307693,96,87,9,4.47213595499958,0.4451319072597256,8.0,32.0,0.25,18,20
0,1.0,0.5345345345345346,1.0,1.0,89,244,155,5.196152422706632,0.7568892626614566,16.0,52.0,0.3076923076923077,18,47
0,0.06666666666666667,0.6290322580645161,1.0,0.0,93,93,0,0.0,0.9999999999999998,16.0,32.0,0.5,22,22
1,0.5,0.7516339869281046,0.5384615384615384,0.18181818181818182,65,88,23,3.872983346207417,0.6358507844578739,5.0,26.0,0.19230769230769232,14,16
0,1.0,0.7070707070707071,1.0,1.0,105,192,87,3.872983346207417,0.7815390739430261,19.0,52.0,0.36538461538461536,20,38
0,1.0,0.6276346604215457,1.0,1.0,134,293,159,5.0990195135927845,0.7467879938056767,22.0,65.0,0.3384615384615385,25,56
0,0.5294117647058824,0.7383966244725738,0.625,0.14285714285714285,103,134,31,4.358898943540674,0.5406205059012895,11.0,38.0,0.2894736842105263,18,24
0,0.05,0.5319148936170213,0.05,0.0,118,70,48,6.244997998398398,0.050636968354183326,1.0,32.0,0.03125,23,14
0,1.0,0.6270783847980997,1.0,1.0,132,289,157,6.0,0.6759263694193743,25.0,74.0,0.33783783783783783,29,60
1,0.42857142857142855,0.722972972972973,0.6428571428571429,0.16666666666666666,71,77,6,3.1622776601683795,0.6929348671835833,9.0,26.0,0.34615384615384615,14,14
0,0.55,0.635,0.5,0.3125,108,92,16,4.0,0.5590169943749475,11.0,37.0,0.2972972972972973,24,20
1,0.6153846153846154,0.76875,0.6923076923076923,0.2727272727272727,69,91,22,3.1622776601683795,0.6726727939963125,9.0,28.0,0.32142857142857145,13,16
